raw_code,raw_name,source,version
L84,Calos e c alosidades,cid10_problemas.pdf,cid10_br_2008
L85.0,Ictiose ad quirida,cid10_problemas.pdf,cid10_br_2008
L85.1,Ceratose adquirida [ceratoderm ia] palmar e plantar,cid10_problemas.pdf,cid10_br_2008
L85.2,Ceratose punctata (palmar e pl antar),cid10_problemas.pdf,cid10_br_2008
L85.3,Xerose c utânea,cid10_problemas.pdf,cid10_br_2008
L85.8,Outras fo rmas de espessament o epidérmico,cid10_problemas.pdf,cid10_br_2008
L85.9,"Espessa mento epidérmico, não especificad o",cid10_problemas.pdf,cid10_br_2008
L86,* Ceratoder mia em doenças clas sificadas em outra part,cid10_problemas.pdf,cid10_br_2008
L87.0,Ceratose folicular e parafolicula r penetrante na pele [S,cid10_problemas.pdf,cid10_br_2008
L87.1,Colageno se perfurante reativa,cid10_problemas.pdf,cid10_br_2008
L87.2,Elastose perfurante serpiginosa,cid10_problemas.pdf,cid10_br_2008
L87.8,Outros tra nstornos da eliminaçã o transepidé rmica,cid10_problemas.pdf,cid10_br_2008
L87.9,"Transtorn o da eliminação transe pidérmica, n ão especi",cid10_problemas.pdf,cid10_br_2008
L88,Piodermit e gangrenosa,cid10_problemas.pdf,cid10_br_2008
L74.8,Outras afecções das glândulas sudoríparas écrinas,cid10_problemas.pdf,cid10_br_2008
L74.9,"Afecções das glândulas sudoríparas écrinas, não especificadas",cid10_problemas.pdf,cid10_br_2008
L75.0,Bromidrose,cid10_problemas.pdf,cid10_br_2008
L75.1,Cromidrose,cid10_problemas.pdf,cid10_br_2008
L75.2,Miliária apócrina,cid10_problemas.pdf,cid10_br_2008
L75.8,Outras afecções das glândulas sudoríparas apócrinas,cid10_problemas.pdf,cid10_br_2008
L75.9,"Afecções de glândulas sudoríparas apócrinas, não especificadas",cid10_problemas.pdf,cid10_br_2008
L81.0,Hiperpigmentação pós­inflamatória,cid10_problemas.pdf,cid10_br_2008
L81.4,Outras formas de hiperpigmentação pela melanina,cid10_problemas.pdf,cid10_br_2008
L81.5,Leucodermia não classificada em outra parte,cid10_problemas.pdf,cid10_br_2008
L81.6,Outros transtornos ligados à diminuição da formação de melanina,cid10_problemas.pdf,cid10_br_2008
L81.7,Dermatose purpúrica pigmentada,cid10_problemas.pdf,cid10_br_2008
L81.8,Outros transtornos especificados da pigmentação,cid10_problemas.pdf,cid10_br_2008
L81.9,"Transtorno da pigmentação, não especificado",cid10_problemas.pdf,cid10_br_2008
L84,Calos e calosidades,cid10_problemas.pdf,cid10_br_2008
L85.0,Ictiose adquirida,cid10_problemas.pdf,cid10_br_2008
L85.1,Ceratose adquirida [ceratodermia] palmar e plantar,cid10_problemas.pdf,cid10_br_2008
L85.2,Ceratose punctata (palmar e plantar),cid10_problemas.pdf,cid10_br_2008
L85.3,Xerose cutânea,cid10_problemas.pdf,cid10_br_2008
L85.8,Outras formas de espessamento epidérmico,cid10_problemas.pdf,cid10_br_2008
L85.9,"Espessamento epidérmico, não especificado",cid10_problemas.pdf,cid10_br_2008
L86,*Ceratodermia em doenças classificadas em outra parte,cid10_problemas.pdf,cid10_br_2008
L87.0,Ceratose folicular e parafolicular penetrante na pele [Síndrome de Kyrle],cid10_problemas.pdf,cid10_br_2008
L87.1,Colagenose perfurante reativa,cid10_problemas.pdf,cid10_br_2008
L87.8,Outros transtornos da eliminação transepidérmica,cid10_problemas.pdf,cid10_br_2008
L87.9,"Transtorno da eliminação transepidérmica, não especificado",cid10_problemas.pdf,cid10_br_2008
L88,Piodermite gangrenosa,cid10_problemas.pdf,cid10_br_2008
L89,Úlcera de decúbito,cid10_problemas.pdf,cid10_br_2008
L90.0,Líquen escleroso e atró fico,cid10_problemas.pdf,cid10_br_2008
L90.1,Anetodermia de Schwen inger­Buzzi,cid10_problemas.pdf,cid10_br_2008
L90.2,Anetodermia de Jadass ohn­Pellizzar i,cid10_problemas.pdf,cid10_br_2008
L90.3,Atrofodermia de Pasini e Pierini,cid10_problemas.pdf,cid10_br_2008
L90.4,Acrodermatite crônica a trófica,cid10_problemas.pdf,cid10_br_2008
L90.5,Cicatrizes e fibrose cutâ nea,cid10_problemas.pdf,cid10_br_2008
L90.6,Estrias atróficas,cid10_problemas.pdf,cid10_br_2008
L90.8,Outras afecções atrófica s da pele,cid10_problemas.pdf,cid10_br_2008
L90.9,"Afecções atróficas da p ele, não espe cificadas",cid10_problemas.pdf,cid10_br_2008
L91.0,Cicatriz quelóide,cid10_problemas.pdf,cid10_br_2008
L91.8,Outras afecções hipertr óficas da pel e,cid10_problemas.pdf,cid10_br_2008
L91.9,"Afecções hipertróficas d a pele, não e specificad",cid10_problemas.pdf,cid10_br_2008
L92.0,Granuloma anular,cid10_problemas.pdf,cid10_br_2008
L92.1,Necrobiose lipoídica não classificada em outra,cid10_problemas.pdf,cid10_br_2008
L92.2,Granuloma facial [granu loma eosinó filo da pele,cid10_problemas.pdf,cid10_br_2008
L92.3,Granuloma de corpo es tranho da pe le e do tec,cid10_problemas.pdf,cid10_br_2008
L92.8,Outras afecções granul omatosas da pele e do,cid10_problemas.pdf,cid10_br_2008
L92.9,Afecções granulomatos as da pele e do tecido,cid10_problemas.pdf,cid10_br_2008
L93.0,Lúpus eritematoso discó ide,cid10_problemas.pdf,cid10_br_2008
L93.1,Lúpus eritematoso cutân eo subagud o,cid10_problemas.pdf,cid10_br_2008
L93.2,Outras formas de lúpus eritematoso localizado,cid10_problemas.pdf,cid10_br_2008
L94.0,Esclerodermia localizad a [morféia],cid10_problemas.pdf,cid10_br_2008
L94.1,Esclerodermia linear,cid10_problemas.pdf,cid10_br_2008
L94.2,Calcinose cutânea,cid10_problemas.pdf,cid10_br_2008
L94.3,Esclerodactilia,cid10_problemas.pdf,cid10_br_2008
L94.4,Pápulas de Gottron,cid10_problemas.pdf,cid10_br_2008
L94.5,Poiquilodermia vascular atrófica,cid10_problemas.pdf,cid10_br_2008
L94.6,Ainhum,cid10_problemas.pdf,cid10_br_2008
L94.8,Outras afecções localiz adas do tecid o conjunti,cid10_problemas.pdf,cid10_br_2008
L94.9,"Afecções localizadas do tecido conju ntivo, não",cid10_problemas.pdf,cid10_br_2008
L95.0,Vasculite livedóide,cid10_problemas.pdf,cid10_br_2008
L95.1,Eritema elevado diutino (duradouro),cid10_problemas.pdf,cid10_br_2008
L95.8,Outras vasculites limitad as a pele,cid10_problemas.pdf,cid10_br_2008
L90.0,Líquen escleroso e atrófico,cid10_problemas.pdf,cid10_br_2008
L90.1,Anetodermia de Schweninger­Buzzi,cid10_problemas.pdf,cid10_br_2008
L90.2,Anetodermia de Jadassohn­Pellizzari,cid10_problemas.pdf,cid10_br_2008
L90.4,Acrodermatite crônica atrófica,cid10_problemas.pdf,cid10_br_2008
L90.5,Cicatrizes e fibrose cutânea,cid10_problemas.pdf,cid10_br_2008
L90.8,Outras afecções atróficas da pele,cid10_problemas.pdf,cid10_br_2008
L90.9,"Afecções atróficas da pele, não especificadas",cid10_problemas.pdf,cid10_br_2008
L91.8,Outras afecções hipertróficas da pele,cid10_problemas.pdf,cid10_br_2008
L91.9,"Afecções hipertróficas da pele, não especificadas",cid10_problemas.pdf,cid10_br_2008
L92.1,Necrobiose lipoídica não classificada em outra parte,cid10_problemas.pdf,cid10_br_2008
L92.2,Granuloma facial [granuloma eosinófilo da pele],cid10_problemas.pdf,cid10_br_2008
L92.3,Granuloma de corpo estranho da pele e do tecido subcutâneo,cid10_problemas.pdf,cid10_br_2008
L92.8,Outras afecções granulomatosas da pele e do tecido subcutâneo,cid10_problemas.pdf,cid10_br_2008
L92.9,"Afecções granulomatosas da pele e do tecido subcutâneo, não especificados",cid10_problemas.pdf,cid10_br_2008
L93.0,Lúpus eritematoso discóide,cid10_problemas.pdf,cid10_br_2008
L93.1,Lúpus eritematoso cutâneo subagudo,cid10_problemas.pdf,cid10_br_2008
L94.0,Esclerodermia localizada [morféia],cid10_problemas.pdf,cid10_br_2008
L94.8,"Outras afecções localizadas do tecido conjuntivo, especificadas",cid10_problemas.pdf,cid10_br_2008
L94.9,"Afecções localizadas do tecido conjuntivo, não especificadas",cid10_problemas.pdf,cid10_br_2008
L95.8,Outras vasculites limitadas a pele,cid10_problemas.pdf,cid10_br_2008
L95.9,"Vasculites limitada s a pele, não especific adas",cid10_problemas.pdf,cid10_br_2008
L97,Úlcera dos membr os inferio res não classif icada,cid10_problemas.pdf,cid10_br_2008
L98.0,Granuloma piogê nico,cid10_problemas.pdf,cid10_br_2008
L98.1,Dermatite factícia,cid10_problemas.pdf,cid10_br_2008
L98.2,Dermatose neutro fílica febr il [Sweet],cid10_problemas.pdf,cid10_br_2008
L98.3,Celulite eosinofílic a [Wells],cid10_problemas.pdf,cid10_br_2008
L98.4,"Úlcera crônica da pele, não classificada e m out",cid10_problemas.pdf,cid10_br_2008
L98.5,Mucinose da pele,cid10_problemas.pdf,cid10_br_2008
L98.6,Outras afecções i nfiltrativas da pele e do tecido,cid10_problemas.pdf,cid10_br_2008
L98.8,Outras afecções e specifica das da pele e do tec,cid10_problemas.pdf,cid10_br_2008
L98.9,"Afecções da pele e do tecid o subcutâneo , não",cid10_problemas.pdf,cid10_br_2008
M00.0,Artrite e pioliartrit e estafilo cócicas,cid10_problemas.pdf,cid10_br_2008
M00.1,Artrite e poliartrite pneumo cócicas,cid10_problemas.pdf,cid10_br_2008
M00.2,Outras artrites e poliartrite s estreptocócic as,cid10_problemas.pdf,cid10_br_2008
M00.8,Artrite e poliartrite devidas a outro agent e bact,cid10_problemas.pdf,cid10_br_2008
M00.9,"Artrite piogênica, não espe cificada",cid10_problemas.pdf,cid10_br_2008
M02.0,Artropatia pós­de rivação in testinal,cid10_problemas.pdf,cid10_br_2008
M02.1,Artropatia pós­de sintérica,cid10_problemas.pdf,cid10_br_2008
M02.2,Artropatia pós­im unização,cid10_problemas.pdf,cid10_br_2008
M02.3,Doença de Reiter,cid10_problemas.pdf,cid10_br_2008
M02.8,Outras artropatia s reacion ais,cid10_problemas.pdf,cid10_br_2008
M02.9,Artropatia reacion al não es pecificada,cid10_problemas.pdf,cid10_br_2008
L95.9,"Vasculites limitadas a pele, não especificadas",cid10_problemas.pdf,cid10_br_2008
L97,Úlcera dos membros inferiores não classificada em outra parte,cid10_problemas.pdf,cid10_br_2008
L98.0,Granuloma piogênico,cid10_problemas.pdf,cid10_br_2008
L98.2,Dermatose neutrofílica febril [Sweet],cid10_problemas.pdf,cid10_br_2008
L98.3,Celulite eosinofílica [Wells],cid10_problemas.pdf,cid10_br_2008
L98.4,"Úlcera crônica da pele, não classificada em outra parte",cid10_problemas.pdf,cid10_br_2008
L98.6,Outras afecções infiltrativas da pele e do tecido subcutâneo,cid10_problemas.pdf,cid10_br_2008
L98.8,Outras afecções especificadas da pele e do tecido subcutâneo,cid10_problemas.pdf,cid10_br_2008
L98.9,"Afecções da pele e do tecido subcutâneo, não especificados",cid10_problemas.pdf,cid10_br_2008
M00.0,Artrite e pioliartrite estafilocócicas,cid10_problemas.pdf,cid10_br_2008
M00.1,Artrite e poliartrite pneumocócicas,cid10_problemas.pdf,cid10_br_2008
M00.2,Outras artrites e poliartrites estreptocócicas,cid10_problemas.pdf,cid10_br_2008
M00.8,Artrite e poliartrite devidas a outro agente bacteriano especificado,cid10_problemas.pdf,cid10_br_2008
M00.9,"Artrite piogênica, não especificada",cid10_problemas.pdf,cid10_br_2008
M02.0,Artropatia pós­derivação intestinal,cid10_problemas.pdf,cid10_br_2008
M02.1,Artropatia pós­desintérica,cid10_problemas.pdf,cid10_br_2008
M02.2,Artropatia pós­imunização,cid10_problemas.pdf,cid10_br_2008
M02.8,Outras artropatias reacionais,cid10_problemas.pdf,cid10_br_2008
M02.9,Artropatia reacional não especificada,cid10_problemas.pdf,cid10_br_2008
M05.0,Síndrome de Felt y,cid10_problemas.pdf,cid10_br_2008
M05.2,Vasculite reumat ói de,cid10_problemas.pdf,cid10_br_2008
M05.3,Artrite reumatóid e com comprometimento de ou tros órgãos e,cid10_problemas.pdf,cid10_br_2008
M05.8,Outras artrites re u matóides soro­positivas,cid10_problemas.pdf,cid10_br_2008
M05.9,Artrite reumatóid e soro­positiva não especificad a,cid10_problemas.pdf,cid10_br_2008
M06.0,Artrite reumatóid e soro­negativa,cid10_problemas.pdf,cid10_br_2008
M06.1,Doença de Still d o adulto,cid10_problemas.pdf,cid10_br_2008
M06.2,Bursite reumatóid e,cid10_problemas.pdf,cid10_br_2008
M06.3,Nódulo reumatói de,cid10_problemas.pdf,cid10_br_2008
M06.4,Poliartropatia infl a matória,cid10_problemas.pdf,cid10_br_2008
M06.8,Outras artrites re u matóides especificadas,cid10_problemas.pdf,cid10_br_2008
M06.9,Artrite reumatóid e não especificada,cid10_problemas.pdf,cid10_br_2008
M08.0,Artrite reumatóid e juvenil,cid10_problemas.pdf,cid10_br_2008
M08.1,Espondilite ancilo s ante juvenil,cid10_problemas.pdf,cid10_br_2008
M08.2,Artrite juvenil com início sistêmico,cid10_problemas.pdf,cid10_br_2008
M08.3,Poliartrite juvenil (s oro­negativa),cid10_problemas.pdf,cid10_br_2008
M08.4,Artrite juvenil pau c iarticular,cid10_problemas.pdf,cid10_br_2008
M08.8,Outras artrites ju ve nis,cid10_problemas.pdf,cid10_br_2008
M08.9,Artrite juvenil não especificada,cid10_problemas.pdf,cid10_br_2008
M05.0,Síndrome de Felty,cid10_problemas.pdf,cid10_br_2008
M05.2,Vasculite reumatóide,cid10_problemas.pdf,cid10_br_2008
M05.3,Artrite reumatóide com comprometimento de outros órgãos e sistemas,cid10_problemas.pdf,cid10_br_2008
M05.8,Outras artrites reumatóides soro­positivas,cid10_problemas.pdf,cid10_br_2008
M05.9,Artrite reumatóide soro­positiva não especificada,cid10_problemas.pdf,cid10_br_2008
M06.0,Artrite reumatóide soro­negativa,cid10_problemas.pdf,cid10_br_2008
M06.1,Doença de Still do adulto,cid10_problemas.pdf,cid10_br_2008
M06.2,Bursite reumatóide,cid10_problemas.pdf,cid10_br_2008
M06.3,Nódulo reumatóide,cid10_problemas.pdf,cid10_br_2008
M06.4,Poliartropatia inflamatória,cid10_problemas.pdf,cid10_br_2008
M06.8,Outras artrites reumatóides especificadas,cid10_problemas.pdf,cid10_br_2008
M06.9,Artrite reumatóide não especificada,cid10_problemas.pdf,cid10_br_2008
M08.0,Artrite reumatóide juvenil,cid10_problemas.pdf,cid10_br_2008
M08.1,Espondilite ancilosante juvenil,cid10_problemas.pdf,cid10_br_2008
M08.3,Poliartrite juvenil (soro­negativa),cid10_problemas.pdf,cid10_br_2008
M08.4,Artrite juvenil pauciarticular,cid10_problemas.pdf,cid10_br_2008
M08.8,Outras artrites juvenis,cid10_problemas.pdf,cid10_br_2008
M10.0,Gota idiopática,cid10_problemas.pdf,cid10_br_2008
M10.1,Gota induzida por chu mbo,cid10_problemas.pdf,cid10_br_2008
M10.2,Gota induzida po r drog as,cid10_problemas.pdf,cid10_br_2008
M10.3,Gota devida à dis funç ão renal,cid10_problemas.pdf,cid10_br_2008
M10.4,Outra gota secun dária,cid10_problemas.pdf,cid10_br_2008
M10.9,"Gota, não especif icad a",cid10_problemas.pdf,cid10_br_2008
M11.0,Doença por depo sição de hidro xiap atita,cid10_problemas.pdf,cid10_br_2008
M11.1,Condrocalcinose f amili ar,cid10_problemas.pdf,cid10_br_2008
M11.2,Outras condrocal cinos es,cid10_problemas.pdf,cid10_br_2008
M11.8,Outras artropatias esp ecificada s po r deposição,cid10_problemas.pdf,cid10_br_2008
M11.9,"Artropatia por dep osiç ão de cris tais , não especif",cid10_problemas.pdf,cid10_br_2008
M12.0,Artropatia pós­re umáti ca crônic a [J accoud],cid10_problemas.pdf,cid10_br_2008
M12.1,Doença de Kashi n­Bec k,cid10_problemas.pdf,cid10_br_2008
M12.2,Sinovite vilonodul ar (p igmentad a),cid10_problemas.pdf,cid10_br_2008
M12.3,Reumatismo pali ndrôm ico,cid10_problemas.pdf,cid10_br_2008
M12.4,Hidrartrose interm itent e,cid10_problemas.pdf,cid10_br_2008
M12.5,Artropatia traumá tica,cid10_problemas.pdf,cid10_br_2008
M12.8,Outras artropatia s esp ecíficas n ão classificadas,cid10_problemas.pdf,cid10_br_2008
M13.0,Poliartrite não es pecifi cada,cid10_problemas.pdf,cid10_br_2008
M13.1,Monoartrites não class ificadas e m outra parte,cid10_problemas.pdf,cid10_br_2008
M13.8,Outras artrites es pecif icadas,cid10_problemas.pdf,cid10_br_2008
M13.9,Artrite não especi ficad a,cid10_problemas.pdf,cid10_br_2008
M15.0,(Osteo)artrose pr imári a general izad a,cid10_problemas.pdf,cid10_br_2008
M15.1,Nódulos de Hebe rden (com artr opa tia),cid10_problemas.pdf,cid10_br_2008
M15.2,Nódulos de Bouc hard (com artr opa tia),cid10_problemas.pdf,cid10_br_2008
M15.3,Artrose múltipla s ecun dária,cid10_problemas.pdf,cid10_br_2008
M10.1,Gota induzida por chumbo,cid10_problemas.pdf,cid10_br_2008
M10.2,Gota induzida por drogas,cid10_problemas.pdf,cid10_br_2008
M10.3,Gota devida à disfunção renal,cid10_problemas.pdf,cid10_br_2008
M10.4,Outra gota secundária,cid10_problemas.pdf,cid10_br_2008
M10.9,"Gota, não especificada",cid10_problemas.pdf,cid10_br_2008
M11.0,Doença por deposição de hidroxiapatita,cid10_problemas.pdf,cid10_br_2008
M11.1,Condrocalcinose familiar,cid10_problemas.pdf,cid10_br_2008
M11.2,Outras condrocalcinoses,cid10_problemas.pdf,cid10_br_2008
M11.8,Outras artropatias especificadas por deposição de cristais,cid10_problemas.pdf,cid10_br_2008
M11.9,"Artropatia por deposição de cristais, não especificada",cid10_problemas.pdf,cid10_br_2008
M12.0,Artropatia pós­reumática crônica [Jaccoud],cid10_problemas.pdf,cid10_br_2008
M12.1,Doença de Kashin­Beck,cid10_problemas.pdf,cid10_br_2008
M12.2,Sinovite vilonodular (pigmentada),cid10_problemas.pdf,cid10_br_2008
M12.3,Reumatismo palindrômico,cid10_problemas.pdf,cid10_br_2008
M12.4,Hidrartrose intermitente,cid10_problemas.pdf,cid10_br_2008
M12.5,Artropatia traumática,cid10_problemas.pdf,cid10_br_2008
M12.8,Outras artropatias específicas não classificadas em outra parte,cid10_problemas.pdf,cid10_br_2008
M13.0,Poliartrite não especificada,cid10_problemas.pdf,cid10_br_2008
M13.1,Monoartrites não classificadas em outra parte,cid10_problemas.pdf,cid10_br_2008
M13.8,Outras artrites especificadas,cid10_problemas.pdf,cid10_br_2008
M13.9,Artrite não especificada,cid10_problemas.pdf,cid10_br_2008
M15.0,(Osteo)artrose primária generalizada,cid10_problemas.pdf,cid10_br_2008
M15.1,Nódulos de Heberden (com artropatia),cid10_problemas.pdf,cid10_br_2008
M15.2,Nódulos de Bouchard (com artropatia),cid10_problemas.pdf,cid10_br_2008
M15.3,Artrose múltipla secundária,cid10_problemas.pdf,cid10_br_2008
M15.4,(Osteo)artrose erosiva,cid10_problemas.pdf,cid10_br_2008
M15.8,Outras poliartro ses,cid10_problemas.pdf,cid10_br_2008
M15.9,Poliartrose não especificada,cid10_problemas.pdf,cid10_br_2008
M16.0,Coxartrose prim ária bilateral,cid10_problemas.pdf,cid10_br_2008
M16.1,Outras coxartro ses primárias,cid10_problemas.pdf,cid10_br_2008
M16.2,Coxartrose bilat eral resultant,cid10_problemas.pdf,cid10_br_2008
M16.3,Outras coxartro ses displásic,cid10_problemas.pdf,cid10_br_2008
M16.4,Coxartrose bilat eral pós­trau,cid10_problemas.pdf,cid10_br_2008
M16.5,Outras coxartro ses pós­trau,cid10_problemas.pdf,cid10_br_2008
M16.6,Outras coxartro ses secundár,cid10_problemas.pdf,cid10_br_2008
M16.7,Outras coxartro ses secundár,cid10_problemas.pdf,cid10_br_2008
M16.9,Coxartrose não especificada,cid10_problemas.pdf,cid10_br_2008
M17.0,Gonartrose prim ária bilateral,cid10_problemas.pdf,cid10_br_2008
M17.1,Outras gonartro ses primárias,cid10_problemas.pdf,cid10_br_2008
M17.2,Gonartrose pós­ traumática bi,cid10_problemas.pdf,cid10_br_2008
M17.3,Outras gonartro ses pós­trau,cid10_problemas.pdf,cid10_br_2008
M17.4,Outras gonartro ses secundár,cid10_problemas.pdf,cid10_br_2008
M17.5,Outras gonartro ses secundár,cid10_problemas.pdf,cid10_br_2008
M17.9,Gonartrose não especificada,cid10_problemas.pdf,cid10_br_2008
M18.0,Artrose primária bilateral das,cid10_problemas.pdf,cid10_br_2008
M18.1,Outras artroses primárias da,cid10_problemas.pdf,cid10_br_2008
M18.2,Artrose pós­trau mática bilate,cid10_problemas.pdf,cid10_br_2008
M18.3,Outras artroses pós­traumáti,cid10_problemas.pdf,cid10_br_2008
M18.4,Outras cartrose s secundária,cid10_problemas.pdf,cid10_br_2008
M18.5,Outras artroses secundárias,cid10_problemas.pdf,cid10_br_2008
M18.9,Artrose não esp ecificada da,cid10_problemas.pdf,cid10_br_2008
M19.0,Artrose primária de outras ar,cid10_problemas.pdf,cid10_br_2008
M19.1,Artrose pós­trau mática de ou,cid10_problemas.pdf,cid10_br_2008
M19.2,Outras artroses secundárias,cid10_problemas.pdf,cid10_br_2008
M19.8,Outras artroses especificada,cid10_problemas.pdf,cid10_br_2008
M19.9,Artrose não esp ecificada,cid10_problemas.pdf,cid10_br_2008
M20.0,Deformidade(s) do(s) dedo(s,cid10_problemas.pdf,cid10_br_2008
M20.1,Hallux valgo (ad quirido),cid10_problemas.pdf,cid10_br_2008
M20.2,Hallux rigidus,cid10_problemas.pdf,cid10_br_2008
M15.8,Outras poliartroses,cid10_problemas.pdf,cid10_br_2008
M16.0,Coxartrose primária bilateral,cid10_problemas.pdf,cid10_br_2008
M16.1,Outras coxartroses primárias,cid10_problemas.pdf,cid10_br_2008
M16.2,Coxartrose bilateral resultante de displasia,cid10_problemas.pdf,cid10_br_2008
M16.3,Outras coxartroses displásicas,cid10_problemas.pdf,cid10_br_2008
M16.4,Coxartrose bilateral pós­traumática,cid10_problemas.pdf,cid10_br_2008
M16.5,Outras coxartroses pós­traumáticas,cid10_problemas.pdf,cid10_br_2008
M16.6,Outras coxartroses secundárias bilaterais,cid10_problemas.pdf,cid10_br_2008
M16.7,Outras coxartroses secundárias,cid10_problemas.pdf,cid10_br_2008
M17.0,Gonartrose primária bilateral,cid10_problemas.pdf,cid10_br_2008
M17.1,Outras gonartroses primárias,cid10_problemas.pdf,cid10_br_2008
M17.2,Gonartrose pós­traumática bilateral,cid10_problemas.pdf,cid10_br_2008
M17.3,Outras gonartroses pós­traumática,cid10_problemas.pdf,cid10_br_2008
M17.4,Outras gonartroses secundárias bilaterais,cid10_problemas.pdf,cid10_br_2008
M17.5,Outras gonartroses secundárias,cid10_problemas.pdf,cid10_br_2008
M18.0,Artrose primária bilateral das primeiras articulações carpometacarpianas,cid10_problemas.pdf,cid10_br_2008
M18.1,Outras artroses primárias da primeira articulação carpometacarpiana,cid10_problemas.pdf,cid10_br_2008
M18.2,Artrose pós­traumática bilateral da primeira articulação carpometacarpiana,cid10_problemas.pdf,cid10_br_2008
M18.3,Outras artroses pós­traumáticas da primeira articulação carpometacarpiana,cid10_problemas.pdf,cid10_br_2008
M18.4,Outras cartroses secundárias bilaterais das primeiras articulações carpometacarpianas,cid10_problemas.pdf,cid10_br_2008
M18.5,Outras artroses secundárias da primeira articulação carpometacarpiana,cid10_problemas.pdf,cid10_br_2008
M18.9,Artrose não especificada da primeira articulação carpometacarpiana,cid10_problemas.pdf,cid10_br_2008
M19.0,Artrose primária de outras articulações,cid10_problemas.pdf,cid10_br_2008
M19.1,Artrose pós­traumática de outras articulações,cid10_problemas.pdf,cid10_br_2008
M19.8,Outras artroses especificadas,cid10_problemas.pdf,cid10_br_2008
M19.9,Artrose não especificada,cid10_problemas.pdf,cid10_br_2008
M20.0,Deformidade(s) do(s) dedo(s) das mãos,cid10_problemas.pdf,cid10_br_2008
M20.1,Hallux valgo (adquirido),cid10_problemas.pdf,cid10_br_2008
M20.3,Outra deformida de do hallux (ad quirida),cid10_problemas.pdf,cid10_br_2008
M20.4,Dedo(s) do pé e m m alho (adquir ido),cid10_problemas.pdf,cid10_br_2008
M20.5,Outras deformid ade s (adquiridas ) do(s) dedo(,cid10_problemas.pdf,cid10_br_2008
M20.6,Deformidade ad quir ida não espe cificada de de,cid10_problemas.pdf,cid10_br_2008
M21.0,Deformidade em val go não class ificada em ou,cid10_problemas.pdf,cid10_br_2008
M21.1,Deformidade em var o não classifi cada em outr,cid10_problemas.pdf,cid10_br_2008
M21.2,Deformidade em fle xão,cid10_problemas.pdf,cid10_br_2008
M21.3,Mão (pulso) ou pé p endente (adq uirido),cid10_problemas.pdf,cid10_br_2008
M21.4,Pé chato [pé pla no] (adquirido),cid10_problemas.pdf,cid10_br_2008
M21.5,Mão e pé em ga rra e mão e pé to rtos adquirid,cid10_problemas.pdf,cid10_br_2008
M21.6,Outras deformid ade s adquiridas do tornozelo e,cid10_problemas.pdf,cid10_br_2008
M21.7,Desigualdade (a dqu irida) do com primento dos,cid10_problemas.pdf,cid10_br_2008
M21.8,Outras deformid ade s adquiridas especificadas,cid10_problemas.pdf,cid10_br_2008
M21.9,Deformidade ad quir ida não espe cificada de m,cid10_problemas.pdf,cid10_br_2008
M22.0,Deslocamento r ecid ivante da rót ula,cid10_problemas.pdf,cid10_br_2008
M22.1,Subluxação reci diva nte da rótula,cid10_problemas.pdf,cid10_br_2008
M22.2,Transtornos fem uro patelares,cid10_problemas.pdf,cid10_br_2008
M22.3,Outros desarran jos da rótula,cid10_problemas.pdf,cid10_br_2008
M22.4,Condromalácia da r ótula,cid10_problemas.pdf,cid10_br_2008
M22.8,Outros transtorn os da rótula,cid10_problemas.pdf,cid10_br_2008
M22.9,"Transtorno da r ótula , não especif icado",cid10_problemas.pdf,cid10_br_2008
M23.0,Menisco cístico,cid10_problemas.pdf,cid10_br_2008
M23.1,Menisco discóid e (c ongênito),cid10_problemas.pdf,cid10_br_2008
M23.2,Transtorno do m eni sco devido à ruptura ou les,cid10_problemas.pdf,cid10_br_2008
M23.3,Outros transtorn os do menisco,cid10_problemas.pdf,cid10_br_2008
M23.4,Corpo flutuante no j oelho,cid10_problemas.pdf,cid10_br_2008
M23.5,Instabilidade cr ônic a do joelho,cid10_problemas.pdf,cid10_br_2008
M23.6,Outras rupturas esp ontâneas de ligamento(s),cid10_problemas.pdf,cid10_br_2008
M23.8,Outros transtorn os i nternos do jo elho,cid10_problemas.pdf,cid10_br_2008
M23.9,Transtorno inter no n ão especifica do do joelho,cid10_problemas.pdf,cid10_br_2008
M24.0,Corpo flutuante em articulação,cid10_problemas.pdf,cid10_br_2008
M24.1,Outros transtorn os d as cartilagen s articulares,cid10_problemas.pdf,cid10_br_2008
M24.2,Transtornos de l iga mentos,cid10_problemas.pdf,cid10_br_2008
M24.3,Deslocamento e su bluxação pato lógicas de ar,cid10_problemas.pdf,cid10_br_2008
M20.3,Outra deformidade do hallux (adquirida),cid10_problemas.pdf,cid10_br_2008
M20.4,Dedo(s) do pé em malho (adquirido),cid10_problemas.pdf,cid10_br_2008
M20.5,Outras deformidades (adquiridas) do(s) dedo(s) dos pés,cid10_problemas.pdf,cid10_br_2008
M20.6,Deformidade adquirida não especificada de dedo(s) do pé,cid10_problemas.pdf,cid10_br_2008
M21.0,Deformidade em valgo não classificada em outra parte,cid10_problemas.pdf,cid10_br_2008
M21.1,Deformidade em varo não classificada em outra parte,cid10_problemas.pdf,cid10_br_2008
M21.2,Deformidade em flexão,cid10_problemas.pdf,cid10_br_2008
M21.3,Mão (pulso) ou pé pendente (adquirido),cid10_problemas.pdf,cid10_br_2008
M21.4,Pé chato [pé plano] (adquirido),cid10_problemas.pdf,cid10_br_2008
